video_id,duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,total_views,total_views_log,engagement_rate,views_per_tag
VID01633,11,89,113.0,6.0,Sim,1080p,Fitness,Português,Sim,290030,71.0,295,11,3045.0,17094,3594.0,917,Não,Tarde,Domingo,295587,12.59672187183298,0.06813222503019416,42226.71428571428
VID01744,55,23,608.0,17.0,Sim,720p,Música,Inglês,Não,250240,75.0,361,22,9996.0,48592,449.0,98,Não,Manhã,Sexta,1383512,14.14013647462323,0.04234730164971464,76861.77777777778
VID00882,37,79,907.0,2.0,Sim,720p,Fitness,Português,Não,96087,7.0,345,2,3749.0,20339,1524.0,90,Não,Noite,Seg-Qui,122903,11.719158841810495,0.19599196114008607,40967.666666666664
VID01540,33,62,508.0,2.0,Sim,720p,Tecnologia,Português,Sim,480675,79.0,83,1,4468.0,639,4814.0,927,Não,Tarde,Domingo,519304,13.160246658131909,0.009834316700814937,173101.33333333334
VID00077,41,52,924.0,34.0,Sim,1080p,Música,Português,Não,966617,18.0,443,21,257.0,5521,2578.0,173,Não,Noite,Sábado,1544531,14.250231509805328,0.003740941424937408,44129.45714285714
VID00433,25,58,349.0,23.0,Sim,1080p,Educação,Inglês,Não,873386,107.0,370,13,6190.0,22942,2659.0,791,Não,Madrugada,Seg-Qui,1460704,14.194429753849406,0.019943807917278244,60862.666666666664
VID01749,37,88,667.0,27.0,Sim,480p,Vlogs,Português,Sim,795683,54.0,307,3,6618.0,7232,4017.0,757,Não,Madrugada,Domingo,687421,13.440703647540955,0.020147769707355462,24550.75
VID01103,23,82,357.0,3.0,Sim,1080p,Música,Português,Sim,798101,12.0,339,12,8892.0,35080,2848.0,138,Não,Manhã,Sexta,1358761,14.122084549025292,0.03236183552515858,339690.25
VID00158,48,80,334.0,34.0,Sim,480p,Vlogs,Espanhol,Sim,326827,108.0,391,3,2446.0,43820,2295.0,453,Não,Madrugada,Sexta,535580,13.191107417935426,0.08638485380335337,15302.285714285714
VID01581,11,14,972.0,13.0,Sim,720p,Fitness,Português,Não,155773,102.0,411,18,5161.0,48853,810.0,133,Sim,Madrugada,Seg-Qui,341861,12.742162425841242,0.15799988884371133,24418.64285714286
VID01570,39,45,288.0,36.0,Não,1080p,Tecnologia,Português,Não,15840,86.0,295,1,5351.0,25762,1958.0,647,Não,Manhã,Domingo,143759,11.87590052145744,0.2164247108007151,3885.3783783783783
VID02484,40,24,660.0,48.0,Sim,720p,Música,Português,Sim,705754,44.0,269,29,260.0,22019,550.0,189,Não,Noite,Domingo,1132407,13.939856896836396,0.01967402179605036,23110.34693877551
VID00136,42,82,930.0,4.0,Sim,480p,Vlogs,Português,Não,713939,45.0,172,5,6277.0,25557,2124.0,63,Sim,Tarde,Domingo,703570,13.463924074395772,0.045246386287078756,140714.0
VID02104,49,29,516.0,41.0,Não,1080p,Educação,Português,Sim,346972,113.0,489,13,1373.0,32759,2393.0,116,Sim,Madrugada,Domingo,386482,12.864843161566201,0.08831459162393074,9201.952380952382
VID01028,56,59,769.0,17.0,Não,1080p,Gaming,Inglês,Não,772628,86.0,165,2,4940.0,44283,3972.0,314,Sim,Noite,Sábado,2961481,14.901200376679673,0.016621075738794205,164526.72222222222
VID01731,46,40,936.0,10.0,Não,480p,Educação,Português,Não,32927,17.0,389,1,7735.0,3763,3212.0,985,Não,Madrugada,Seg-Qui,89770,11.405017262267613,0.12808287846719393,8160.909090909091
VID00912,3,54,121.0,10.0,Sim,1080p,Culinária,Inglês,Sim,646255,106.0,339,17,1111.0,6659,1224.0,326,Não,Manhã,Seg-Qui,1245237,14.034837234269945,0.0062397760426328485,113203.36363636363
VID02226,53,25,631.0,14.0,Sim,1080p,Gaming,Português,Sim,871844,89.0,250,19,5740.0,37661,401.0,821,Não,Manhã,Seg-Qui,1242512,14.032646499674847,0.03493004494121586,82834.13333333333
VID02154,49,17,998.0,25.0,Sim,720p,Música,Português,Não,979043,26.0,468,13,395.0,36798,1203.0,295,Não,Tarde,Domingo,1591940,14.280464584398208,0.023363317712979132,61228.46153846154
VID00052,22,65,172.0,16.0,Não,720p,Culinária,Português,Sim,324477,50.0,378,5,1672.0,10431,1111.0,671,Não,Madrugada,Sábado,303544,12.623285148671972,0.03987230846269404,17855.529411764706
VID01944,26,95,121.0,33.0,Sim,1080p,Vlogs,Inglês,Não,826180,48.0,65,7,9443.0,33363,4250.0,138,Não,Manhã,Seg-Qui,2020691,14.51895058496965,0.02118384255682833,59432.08823529412
VID00496,52,41,169.0,50.0,Não,720p,Fitness,ESPANHOL,Sim,438083,80.0,233,21,2771.0,18833,177.0,907,Não,Manhã,Seg-Qui,473325,13.06753964783157,0.045643057096075634,9280.882352941177
VID01673,31,10,384.0,37.0,Sim,1080p,Vlogs,Espanhol,Não,291659,53.0,362,3,5129.0,29812,4958.0,482,Não,Noite,Seg-Qui,496659,13.115660966344654,0.07035209268330987,13069.973684210527
VID01360,9,49,448.0,20.0,Sim,4K,Gaming,Português,Sim,589763,66.0,229,20,7408.0,39602,935.0,894,Não,Manhã,Sexta,891259,13.70039147084405,0.05274561042300835,42440.90476190476
VID01128,46,57,769.0,44.0,Sim,1080p,Gaming,Inglês,Sim,404853,63.0,150,14,627.0,18767,2622.0,20,Não,Tarde,Sexta,1594842,14.282285856754395,0.01216045225796662,35440.933333333334
VID00290,49,83,794.0,37.0,Não,1080p,Música,Inglês,Sim,896781,32.0,414,25,4891.0,29169,4428.0,837,Sim,Manhã,Domingo,3861199,15.166488573956597,0.008821094173079398,101610.5
VID01188,35,49,719.0,25.0,Sim,1080p,Vlogs,Português,Não,354944,77.0,104,30,6174.0,48334,3921.0,989,Não,Madrugada,Seg-Qui,495267,13.112854309180484,0.11005780720298344,19048.73076923077
VID02260,26,90,536.0,9.0,Não,1080p,Música,Português,Não,52910,16.0,7,21,8401.0,31869,3160.0,485,Não,Tarde,Domingo,222222,12.311436661181874,0.1812151812151812,22222.2
VID01456,52,72,195.0,43.0,Sim,1080p,Fitness,Português,Não,133254,36.0,145,19,63.0,12637,3194.0,152,Não,Madrugada,Sexta,168330,12.033687558107179,0.07544703855521892,3825.681818181818
VID02296,45,68,812.0,5.0,Não,720p,Educação,Português,Sim,796534,73.0,121,24,8845.0,22280,3173.0,653,Sim,Tarde,Seg-Qui,568293,13.250394169425503,0.054769282746752114,94715.5
VID01437,48,33,472.0,48.0,Não,720p,Culinária,Português,Sim,819846,7.0,474,20,9598.0,45426,1179.0,949,Não,Tarde,Seg-Qui,717628,13.483708001396225,0.07667482316743494,14645.469387755102
VID01737,18,83,355.0,37.0,Sim,1080p,Gaming,Português,Não,73496,62.0,487,25,2078.0,2465,155.0,560,Sim,Manhã,Domingo,230955,12.349982495170561,0.019670498581974845,6077.763157894737
VID00124,12,40,593.0,14.0,Sim,1080p,Gaming,Inglês,Não,515314,61.0,406,11,6240.0,47871,1542.0,316,Não,Manhã,Domingo,2034262,14.525644149100117,0.02659981850912026,135617.46666666667
VID01499,19,78,274.0,4.0,Não,1080p,Educação,Português,Não,383143,7.0,348,24,9819.0,16627,363.0,768,Não,Madrugada,Sábado,266158,12.491849153546736,0.09936203307809646,53231.6
VID00597,17,30,364.0,28.0,Sim,1080p,Gaming,Inglês,Não,967177,15.0,138,21,8978.0,49841,1485.0,790,Sim,Tarde,Seg-Qui,3600777,15.096660491188807,0.01633508545516704,124164.72413793103
VID00407,28,23,907.0,37.0,Sim,1080p,Música,Inglês,Sim,522226,59.0,35,20,3994.0,27736,4305.0,553,Não,Madrugada,Domingo,2358006,14.673327328692519,0.01345628467442407,62052.78947368421
VID02507,15,84,843.0,32.0,Sim,720p,Culinária,Português,Não,235537,66.0,194,16,6971.0,33281,523.0,348,Não,Manhã,Sábado,289267,12.57510887302465,0.13915171796298922,8765.666666666666
VID00582,52,30,123.0,26.0,Não,1080p,Culinária,Português,Sim,471476,28.0,292,30,3998.0,36901,2439.0,248,Não,Madrugada,Domingo,452761,13.023121880087956,0.0903324270420818,16768.925925925927
VID01640,20,51,887.0,33.0,Não,720p,Educação,Português,Sim,544038,78.0,104,19,9109.0,17476,1069.0,183,Não,Manhã,Sábado,384603,12.859969512498749,0.06912322576786972,11311.85294117647
VID00498,16,11,739.0,41.0,Sim,4K,Fitness,Português,Sim,864484,20.0,103,8,113.0,32666,2359.0,440,Sim,Noite,Seg-Qui,707977,13.47016829874674,0.04629952667953902,16856.595238095237
VID00979,9,11,750.0,22.0,Sim,1080p,Gaming,Português,Não,38559,23.0,352,9,3282.0,35219,4150.0,1,Não,Manhã,Sexta,213686,12.272267606513461,0.1801755847364825,9290.695652173914
VID00343,10,11,108.0,0.0,Não,720p,Tecnologia,Inglês,Não,922626,29.0,470,14,3362.0,47689,1357.0,532,Não,Madrugada,Sábado,2419056,14.698888352770524,0.021103686727384566,2419056.0
VID01775,48,97,845.0,5.0,Sim,480p,Fitness,Inglês,Sim,514906,49.0,392,9,3299.0,41215,724.0,425,Não,Tarde,Domingo,1067591,13.880916203041194,0.04169574303267824,177931.83333333334
VID00300,60,46,188.0,36.0,Sim,720p,  Música,Português,Sim,827366,29.0,229,4,2589.0,29989,542.0,443,Não,Tarde,Domingo,1379451,14.137196876818452,0.02361664169296336,37282.45945945946
VID02302,58,92,273.0,38.0,Não,1080p,Educação,Português,Não,488982,16.0,357,11,4926.0,34036,4910.0,930,Sim,Manhã,Sexta,449702,13.016342643850622,0.08663959688860623,11530.820512820514
VID01030,52,28,849.0,4.0,Sim,1080p,Tecnologia,Português,Sim,113685,79.0,428,19,402.0,27623,1546.0,617,Não,Manhã,Domingo,211548,12.26221192912215,0.1324758447255469,42309.6
VID02369,59,63,477.0,5.0,Sim,1080p,Tecnologia,PORTUGUÊS,Sim,815481,119.0,476,29,6597.0,10973,4220.0,43,Não,Madrugada,Sexta,882485,13.690498203641091,0.01990968685020142,147080.83333333334
VID00618,20,17,743.0,13.0,Não,1080p,Culinária,Português,Sim,928515,62.0,77,4,2025.0,13801,1113.0,872,Não,Noite,Sexta,672754,13.419136500742878,0.02352420052500617,48053.857142857145
VID01394,46,85,512.0,3.0,Não,720p,Tecnologia,Inglês,Sim,834533,32.0,72,17,875.0,22203,1277.0,386,Não,Tarde,Seg-Qui,2054924,14.535749908896099,0.011230585656695819,513731.0
VID00221,14,87,985.0,18.0,Não,720p,Tecnologia,Inglês,Não,374515,63.0,377,4,1330.0,40466,1957.0,524,Não,Noite,Seg-Qui,1181278,13.982108307753286,0.03538201845797517,62172.52631578947
VID02349,33,42,606.0,50.0,Sim,4K,Fitness,Português,Não,18390,40.0,132,24,4197.0,49793,3833.0,224,Não,Manhã,Sexta,242294,12.397911271015968,0.2228284645926024,4750.862745098039
VID01908,34,37,904.0,10.0,Não,720p,Educação,Português,Não,702340,109.0,299,25,474.0,11543,2985.0,626,Não,Tarde,Domingo,415578,12.93742800757541,0.028916352646193976,37779.818181818184
VID01048,44,51,732.0,11.0,Não,480p,Vlogs,PORTUGUÊS,Sim,219942,71.0,238,26,7909.0,8511,2752.0,89,Não,Noite,Sexta,257233,12.457741455454931,0.06383317848021054,21436.083333333332
VID00085,30,59,983.0,24.0,Sim,1080p,Tecnologia,Espanhol,Não,330107,46.0,102,17,5402.0,41391,1800.0,853,Não,Noite,Domingo,571745,13.256450115795841,0.08184242975452344,22869.8
VID01538,8,43,827.0,9.0,Sim,720p,Educação,Inglês,Não,568732,112.0,291,9,1236.0,12312,2105.0,514,Não,Manhã,Domingo,947515,13.761599102339678,0.014298454378030954,94751.5
VID00267,20,18,256.0,29.0,Sim,1080p,Vlogs,Espanhol,Não,725429,115.0,20,2,6462.0,47084,4182.0,141,Não,Noite,Seg-Qui,985360,13.800763350472366,0.054341560444913534,32845.333333333336
VID01375,34,55,93.0,41.0,Sim,4K,Fitness,Português,Não,4881095,27.0,292,13,1420.0,36594,1827.0,72,Não,Tarde,Sábado,715500,13.480738275601706,0.053129280223619846,17035.714285714286
VID00291,17,64,248.0,6.0,Sim,480p,Culinária,Português,Não,196112,23.0,256,26,5309.0,11260,4450.0,731,Não,Tarde,Domingo,246282,12.414236560208062,0.06727653665310497,35183.142857142855
VID00638,51,37,309.0,40.0,Sim,1080p,Tecnologia,Português,Não,17745,12.0,8,21,2039.0,36790,2527.0,104,Não,Tarde,Sábado,158785,11.975312662699677,0.2445382120477375,3872.8048780487807
VID01714,26,87,933.0,33.0,Não,1080p,Educação,Inglês,Não,521168,87.0,472,22,3140.0,41358,3373.0,786,Não,Tarde,Domingo,1075924,13.888691314672297,0.04135793978013317,31644.823529411766
VID00417,49,76,494.0,3.0,Não,1080p,Fitness,Inglês,Sim,444551,42.0,355,13,1921.0,34726,4202.0,92,Não,Tarde,Sexta,1025372,13.840567006797237,0.035740199654369344,256343.0
VID00473,49,12,529.0,50.0,Sim,720p,Música,Inglês,Sim,562370,114.0,155,21,3122.0,1971,1558.0,953,Não,Noite,Seg-Qui,2368341,14.677700690233324,0.002150450463003427,46438.05882352941
VID02278,51,90,629.0,49.0,Não,1080p,Educação,Inglês,Não,376404,39.0,15,6,2310.0,46014,940.0,429,Sim,Noite,Seg-Qui,935442,13.748775492856009,0.05165900184084101,18708.84
VID02469,51,55,125.0,31.0,Sim,480p,Vlogs,Inglês,Não,306142,79.0,491,26,6768.0,37989,3316.0,602,Não,Tarde,Seg-Qui,1029415,13.844502209114777,0.043478091925996804,32169.21875
VID02439,23,38,224.0,50.0,Sim,1080p,Tecnologia,Inglês,Não,930371,10.0,255,10,706.0,4999,383.0,671,Não,Tarde,Domingo,2244369,14.623935416168301,0.0025419171268182728,44007.23529411765
VID01069,33,18,761.0,45.0,Sim,720p,Gaming,PORTUGUÊS,Não,659177,58.0,150,30,3908.0,10321,1466.0,579,Não,Madrugada,Sexta,898003,13.7079298016174,0.01584515864646332,19521.804347826088
VID00839,33,13,320.0,18.0,Não,720p,Vlogs,Espanhol,Sim,261994,31.0,20,7,4718.0,38180,2310.0,758,Não,Madrugada,Seg-Qui,444704,13.005166419970546,0.09646416492768223,23405.473684210527
VID12010,27,45,215.0,40.0,Sim,720p,Fitness,Português,Não,928524,15.0,12,12,524.0,12046,4020.0,598,Sim,Noite,Seg-Qui,699161,13.45763775402048,0.017978691603221575,17052.70731707317
VID01166,11,26,212.0,17.0,Não,720p,Culinária,Português,Não,988580,108.0,414,14,8370.0,29790,227.0,722,Não,Noite,Sexta,749520,13.527189614811393,0.05091258405379443,41640.0
VID00279,57,77,873.0,7.0,Sim,1080p,Educação,Inglês,Não,713795,59.0,91,28,8119.0,49364,4573.0,295,Não,Tarde,Sábado,1408274,14.157876109129122,0.04081805103268256,176034.25
VID02388,42,71,938.0,10.0,Sim,720p,Gaming,Inglês,Não,876711,84.0,356,13,1772.0,28026,3204.0,301,Não,Madrugada,Seg-Qui,3102196,14.947621128116682,0.009605453685066965,282017.8181818182
VID00924,2,24,226.0,47.0,Sim,480p,Vlogs,Português,Sim,300301,7.0,402,8,2684.0,26447,4523.0,567,Sim,Manhã,Sábado,421012,12.950418991047634,0.06919280210540317,8771.083333333334
VID02259,50,66,741.0,27.0,Não,1080p,Gaming,Inglês,Sim,278562,83.0,150,2,5247.0,844,3281.0,755,Não,Noite,Seg-Qui,1081209,13.89359134232427,0.005633508415116781,38614.607142857145
VID00019,4,49,553.0,38.0,Sim,1080p,Música,Inglês,Não,317378,20.0,158,12,8404.0,14546,4552.0,636,Sim,Tarde,Seg-Qui,1660573,14.322673883696046,0.013820530624067717,42578.794871794875
VID01264,44,56,940.0,17.0,Sim,1080p,Tecnologia,Português,Não,71396,7.0,375,3,3788.0,32263,1936.0,231,Não,Noite,Seg-Qui,196074,12.186252518080867,0.18386425533217052,10893.0
VID02138,13,85,327.0,12.0,Sim,480p,Vlogs,Inglês,Sim,380049,117.0,11,26,1387.0,9176,2293.0,638,Não,Manhã,Seg-Qui,923699,13.7361426225807,0.011435543396712565,71053.76923076923
VID01282,10,13,637.0,12.0,Sim,1080p,Vlogs,Português,Não,189568,91.0,47,27,81.0,28209,4785.0,853,Não,Noite,Seg-Qui,306442,12.632787046427504,0.0923176327004784,23572.46153846154
VID02251,4,97,808.0,49.0,Sim,1080p,Música,Português,Não,321233,41.0,494,10,7792.0,48435,2423.0,618,Não,Manhã,Seg-Qui,680293,13.430280336655864,0.08265115178312873,13605.86
VID00917,60,30,,47.0,Sim,1080p,Tecnologia,Inglês,Sim,985472,74.0,446,4,1561.0,3424,,286,Não,Noite,Seg-Qui,2500425,14.731971675321999,0.001993661077616805,52092.1875
VID01717,13,62,243.0,25.0,Sim,1080p,Fitness,Português,Não,247035,112.0,282,10,3557.0,44366,1383.0,796,Não,Madrugada,Domingo,312609,12.652711686221128,0.15330012891503444,12023.423076923076
VID01745,44,59,230.0,0.0,Não,480p,Música,Português,Não,604388,74.0,319,10,3359.0,7948,4849.0,678,Não,Tarde,Seg-Qui,980761,13.796085099530975,0.011528802633873084,980761.0
VID00633,33,20,967.0,46.0,Não,1080p,Vlogs,Português,Não,960163,36.0,326,30,5407.0,44804,4637.0,261,Não,Noite,Sábado,892908,13.702239950970693,0.056233116961657864,18998.042553191488
VID00220,53,43,379.0,29.0,Não,1080p,Música,Português,Não,600890,93.0,452,21,3887.0,4428,4482.0,181,Não,Manhã,Sexta,1025987,13.841166608738021,0.0081043911862431,34199.566666666666
VID00651,44,75,453.0,14.0,Sim,720p,Culinária,Espanhol,Não,221814,43.0,303,2,6095.0,3556,3436.0,910,Não,Noite,Sábado,306663,12.633507964667132,0.031471028457948955,20444.2
VID01211,10,47,950.0,39.0,Não,1080p,Fitness,Espanhol,Não,185748,58.0,483,20,294.0,44223,4100.0,446,Não,Noite,Seg-Qui,344853,12.750876418038215,0.1290897860827657,8621.325
VID00304,4,41,106.0,47.0,Sim,1080p,Tecnologia,Inglês,Não,208230,93.0,140,30,841.0,32597,3978.0,766,Não,Madrugada,Seg-Qui,873275,13.680006936059227,0.038290343820675046,18193.229166666668
VID01780,44,78,493.0,4.0,Sim,720p,Gaming,Português,Não,353535,62.0,358,21,7842.0,28108,546.0,128,Não,Manhã,Sexta,562865,13.240796868135602,0.06386966679399145,112573.0
VID00658,3,87,256.0,9.0,Sim,1080p,Culinária,Português,Sim,120454,117.0,309,4,380.0,15096,3922.0,488,Não,Madrugada,Domingo,175286,12.074179909574159,0.08828999463733556,17528.6
VID02049,4,91,377.0,44.0,Não,480p,Música,Inglês,Não,32107,40.0,17,8,2484.0,19600,4929.0,17,Sim,Manhã,Domingo,582375,13.274871566224299,0.03792058381626959,12941.666666666666
VID02220,40,25,491.0,27.0,Não,1080p,Fitness,Inglês,Não,487750,11.0,480,7,2243.0,34388,4302.0,218,Não,Noite,Sábado,1090092,13.901773571666606,0.033603585752395214,38931.857142857145
VID00345,36,14,623.0,14.0,Sim,720p,Tecnologia,Inglês,Não,727151,112.0,344,6,2012.0,39949,3060.0,271,Não,Manhã,Domingo,2042089,14.529484351172325,0.020548076014316713,136139.26666666666
VID00891,37,33,721.0,33.0,Sim,1080p,Educação,Inglês,Sim,461519,84.0,458,15,5237.0,39301,4537.0,6,Não,Manhã,Sexta,1023115,13.838363430489737,0.0435317632915166,30091.617647058825
VID02312,18,85,776.0,26.0,Não,1080p,Vlogs,Português,Sim,487477,112.0,260,7,5976.0,24703,4856.0,426,Sim,Manhã,Sexta,581624,13.273581189146949,0.05274713560650867,21541.62962962963
VID00669,27,62,143.0,32.0,Sim,1080p,  Fitness,Português,Sim,345001,19.0,335,10,1739.0,24175,3894.0,910,Não,Noite,Sexta,328074,12.700997519764487,0.07898827703505916,9941.636363636364
VID02127,44,14,230.0,22.0,Não,720p,Fitness,Português,Não,935718,8.0,475,13,7644.0,13783,2754.0,143,Não,Manhã,Domingo,667266,13.410945544649225,0.0321116316431528,29011.565217391304
VID00977,29,94,205.0,33.0,Sim,1080p,Gaming,Português,Sim,664604,81.0,122,30,9247.0,33678,2745.0,348,Não,Noite,Domingo,1019411,13.834736548449165,0.04210764843620483,29982.676470588234
VID02152,46,93,562.0,12.0,Sim,720p,Gaming,Espanhol,Não,958884,105.0,460,13,5147.0,19790,2675.0,860,Sim,Noite,Seg-Qui,1786410,14.395719137124596,0.013959281463941648,137416.15384615384
VID01081,29,37,153.0,20.0,Não,1080p,Música,Inglês,Não,194744,10.0,450,5,1230.0,2696,947.0,447,Não,Noite,Sábado,840690,13.641979451701507,0.004669973474170027,40032.857142857145
VID01719,54,74,834.0,30.0,Não,1080p,Gaming,Inglês,Não,456146,115.0,174,21,2196.0,46490,3537.0,68,Não,Madrugada,Seg-Qui,1871088,14.442031172270275,0.0260201551183055,60357.67741935484
VID01129,27,31,419.0,47.0,Sim,720p,Vlogs,Português,Sim,30501,15.0,265,1,9876.0,38915,856.0,477,Não,Tarde,Domingo,166992,12.02570717435272,0.29217567308613585,3479.0
VID00193,60,14,981.0,27.0,Sim,720p,Fitness,Espanhol,Sim,466608,51.0,376,17,8422.0,17581,1719.0,764,Não,Manhã,Sábado,505156,13.132624551029984,0.051475187862759224,18041.285714285714
VID00175,33,20,534.0,22.0,Sim,4K,Educação,Inglês,Sim,710014,29.0,331,25,8366.0,41450,3199.0,752,Não,Tarde,Sexta,1331080,14.10150195202444,0.03742524867025273,57873.04347826087
VID01722,22,62,65.0,28.0,Sim,4K,Culinária,Português,Não,202998,68.0,38,14,5937.0,32158,4991.0,110,Não,Noite,Domingo,323875,12.688116005470606,0.11762253956001543,11168.103448275862
VID00652,45,88,483.0,24.0,Sim,1080p,Música,Inglês,Sim,144151,58.0,271,1,6875.0,40072,2142.0,715,Não,Noite,Sábado,946503,13.760530475718728,0.049600476702134064,37860.12
VID01661,10,74,583.0,48.0,Sim,720p,Fitness,Inglês,Não,987251,7.0,48,14,4114.0,32898,1871.0,440,Não,Madrugada,Domingo,1833673,14.421832162454347,0.020184623976030623,37421.897959183676
VID01948,2,38,989.0,49.0,Sim,1080p,Fitness,Inglês,Não,298900,47.0,136,29,5556.0,47770,922.0,861,Não,Noite,Seg-Qui,854354,13.658102077261706,0.06241674996547099,17087.08
VID00730,29,70,317.0,2.0,Sim,1080p,Vlogs,Português,Não,281881,74.0,170,29,4983.0,8056,4652.0,143,Não,Noite,Seg-Qui,339635,12.735629734868114,0.03839121409748701,113211.66666666667
VID00129,36,78,671.0,8.0,Sim,720p,Culinária,Português,Sim,943255,57.0,281,26,9574.0,42701,1702.0,886,Não,Madrugada,Domingo,769035,13.55289306143625,0.06797479958649476,85448.33333333333
VID00341,60,58,881.0,48.0,Sim,720p,Vlogs,Português,Não,622360,27.0,455,18,5680.0,20056,2525.0,334,Não,Manhã,Domingo,576051,13.263953213381013,0.04467659981494694,11756.142857142857
VID01763,55,91,539.0,8.0,Sim,720p,Educação,Espanhol,Não,214138,29.0,495,1,,36752,86.0,327,Não,Tarde,Domingo,272371,12.514924057959554,,30263.444444444445
VID00681,57,82,985.0,47.0,Sim,1080p,Tecnologia,Português,Não,874833,31.0,255,16,1541.0,39877,820.0,570,Sim,Madrugada,Sexta,994149,13.809643379686227,0.04166176297516771,20711.4375
VID01033,30,20,530.0,12.0,Sim,720p,Vlogs,Português,Não,954459,68.0,54,4,7536.0,4697,1852.0,514,Não,Manhã,Sexta,805277,13.598942838398917,0.015191046062410823,61944.38461538462
VID00308,8,87,433.0,2.0,Não,720p,Tecnologia,Inglês,Sim,618128,40.0,264,11,3272.0,46759,968.0,238,Não,Tarde,Seg-Qui,1750785,14.375575387922378,0.028576324334512803,583595.0
VID00384,49,25,549.0,16.0,Sim,720p,Culinária,Inglês,Sim,862547,29.0,57,21,,42456,2376.0,542,Não,Noite,Domingo,1733516,14.36566285080848,,101971.5294117647
VID01304,36,91,751.0,30.0,Sim,1080p,Vlogs,Português,Sim,284480,120.0,33,24,742.0,49866,3908.0,649,Não,Tarde,Domingo,396894,12.89142704106016,0.12751011605113707,12803.032258064517
VID02334,42,81,672.0,30.0,Sim,1080p,Música,Português,Sim,338524,100.0,377,27,243.0,3988,2374.0,243,Não,Madrugada,Domingo,603261,13.310106875539741,0.007013548033106731,19460.032258064515
VID01950,50,37,657.0,6.0,Não,480p,Educação,Português,Sim,668959,25.0,193,4,6825.0,134,2346.0,359,Não,Noite,Sexta,389891,12.87362505667863,0.017848578192366585,55698.71428571428
VID00178,53,83,67.0,25.0,Não,1080p,Vlogs,Português,Sim,585044,56.0,30,21,3456.0,18556,2212.0,640,Não,Manhã,Sexta,523712,13.168699103331644,0.04203073444946841,20142.76923076923
VID00427,47,31,286.0,5.0,Não,1080p,Fitness,Português,Sim,579665,112.0,138,26,1521.0,4322,2584.0,1000,Não,Manhã,Domingo,420341,12.948823944623088,0.013900618783321161,70056.83333333333
VID01445,6,82,399.0,17.0,Sim,1080p,Fitness,Inglês,Não,834916,72.0,233,29,,30904,1534.0,864,Não,Tarde,Sábado,1571284,14.267404313897057,,87293.55555555556
VID02307,3,15,314.0,10.0,Sim,720p,Educação,Português,Não,467548,56.0,475,6,121.0,14548,4885.0,448,Não,Tarde,Sábado,362701,12.801336839454853,0.04044378151700712,32972.818181818184
VID02105,42,44,914.0,31.0,Sim,1080p,Educação,Português,Não,472751,12.0,323,2,3553.0,22665,730.0,263,Sim,Manhã,Domingo,370500,12.822611422769967,0.0707638326585695,11578.125
VID01095,27,59,629.0,48.0,Sim,1080p,Vlogs,Português,Sim,768507,34.0,201,29,9344.0,2023,2781.0,749,Não,Tarde,Seg-Qui,704184,13.464796384709397,0.016142087863399338,14371.102040816326
VID00185,46,81,687.0,19.0,Sim,1080p,Fitness,Português,Não,589904,113.0,94,20,5586.0,13353,3223.0,856,Não,Tarde,Sexta,464730,13.049214022553262,0.04075269511329159,23236.5
VID00946,7,46,688.0,5.0,Não,4K,Música,Inglês,Não,3646224,102.0,36,26,3662.0,11884,3487.0,283,Não,Manhã,Domingo,2364161,14.675934183078978,0.00657569429493169,394026.8333333333
VID02034,48,25,855.0,3.0,Não,1080p,Vlogs,Inglês,Não,317631,93.0,215,9,1019.0,28786,3091.0,467,Não,Noite,Sexta,908026,13.719029392824153,0.03282394997500072,227006.5
VID02052,13,13,935.0,48.0,Não,1080p,Culinária,Espanhol,Não,350863,4.0,359,25,5764.0,14012,2395.0,600,Sim,Madrugada,Sábado,515658,13.153200973291115,0.03835100008144933,10523.632653061224
VID00696,19,48,879.0,19.0,Não,1080p,Fitness,Português,Não,275469,119.0,285,28,9733.0,21119,2967.0,485,Não,Manhã,Domingo,322340,12.683365270386224,0.09571260160079419,16117.0
VID01034,5,21,286.0,18.0,Sim,1080p,Vlogs,Espanhol,Sim,923832,18.0,95,28,5919.0,15730,4206.0,733,Não,Madrugada,Seg-Qui,1044962,13.859492036055652,0.02071749977511144,54998.0
VID00799,46,23,60.0,27.0,Sim,720p,Gaming,Inglês,Sim,392948,33.0,290,15,7668.0,42694,4039.0,542,Não,Manhã,Domingo,1677971,14.333096479338481,0.030013629556172306,59927.53571428572
VID00648,34,17,479.0,49.0,Sim,1080p,Culinária,Português,Não,877392,8.0,338,29,5258.0,13207,2273.0,407,Sim,Manhã,Sábado,744689,13.520723303382447,0.02479558580830387,14893.78
VID00490,2,87,454.0,29.0,Não,4K,Fitness,Português,Não,3391273,108.0,139,29,5489.0,8650,2584.0,218,Não,Manhã,Domingo,125871,11.743020796569024,0.11232928951068952,4195.7
VID02478,37,63,741.0,49.0,Sim,1080p,Fitness,Inglês,Não,429060,35.0,381,16,4335.0,15800,4269.0,530,Não,Madrugada,Sexta,1002489,13.817997463050766,0.02008500841405741,20049.78
